text,createTime,authorMeta.id,authorMeta.secUid,authorMeta.name,authorMeta.nickName,musicMeta.musicId,musicMeta.musicName,videoMeta.duration,description_length,n_hashtags,has_hashtags,author_verified,music_is_original,hour_posted,day_of_week,musicAuthor_Billie Eilish,musicAuthor_Evan Holmes,musicAuthor_F1 moments,musicAuthor_Kreepa,musicAuthor_Pop Smoke,musicAuthor_Riovacci,musicAuthor_Tik Toker,musicAuthor_Tim Thebodeau,musicAuthor_mo.rab,musicAuthor_other,musicAuthor_zopepijn,viral
Nooit meer zorgen maken over het breken van mijn sokken#fyp #fashionhacks,2020-11-09 15:05:18,6.539586958699594e+18,MS4wLjABAAAABixKYidTGQrSASOGlKQMhy96IthVqt573BvcGFPxS__UUoU_PBPBSivY200ZfFe4,xiaoxue521,xiaoxue,6.879777332899499e+18,Remi Wolf - Photo ID,8.0,73,2,1,0,1,15,0,False,False,False,False,False,False,False,False,False,True,False,1
👻,2020-11-04 10:23:12,3.163837210441482e+17,MS4wLjABAAAAIGNvb5pCOlcGrf1n_7tpVAt4qHx8pcYdgRgtp_PHHN7ydPo7ltiuQ1s9UMuFfIPr,gazanmusic,Gazan ,6.891212306244554e+18,оригинальный звук,12.0,1,0,0,0,1,10,2,False,False,False,False,False,False,False,False,False,True,False,1
Having the best time here #greece #voorjou #fyp #fitdutchies,2020-09-30 15:20:11,6.758449732136371e+18,MS4wLjABAAAAsXVx9BrDbShwiGvd7BKnCKOFpjMlXxMWX-RYBREIu_0B5d33GoiR5VZyAa5Foycp,kateryna_fitlife,katya,6.863214295757491e+18,"The Banjo Beat, Pt. 1",5.0,60,4,1,0,0,15,2,False,False,False,False,False,False,False,False,False,True,False,1
Altijd t zelfde gezeik #fypage #foryou #fyp #trucks #tiktoktruckers #50tonarmy😜,2020-12-09 08:42:19,6.830678719259182e+18,MS4wLjABAAAACRv_b3IF_T80_4P7wIMxFz3H5_0i_z2G1zr5AKgWVno4P_oMV0cGpKWTwYauk8z5,rickvanthol,Rick Van't Hol,6.870021399117942e+18,Legendary Strawberry Man,15.0,79,6,1,0,1,8,2,False,False,False,False,False,False,False,False,False,True,False,0
දුඹුරුලමිස්සි & කූඹියො  සීගිරියේ යන අතරතුර ❤️@koobiyounlimited  @milanmaduhansa3 @nimanthaperera1 @shashikamalshan9,2020-10-05 10:26:24,6.829683804656649e+18,MS4wLjABAAAAaPkwLw8gju3el1WOUEglbc4eFlfiwqaD6MYMmMRGBDC9CwHs_uHRbDrwe0spoxU4,jasithalakshan,Jasi ❤,6.878360076621909e+18,original sound,10.0,115,0,0,0,1,10,0,False,False,False,False,False,False,False,False,False,True,False,0
#ahmad_star_1 #vs شو خترتو 🤔,2020-12-01 17:40:03,6.830870101467776e+18,MS4wLjABAAAATbl_HFkJTSXo85HFr_K7NDuL5Ag-7CNFToiSzwJdqdj-iqVWGU0RTpiIqpkq5-mi,ahmad_stars_1,💥VS💥,6.87642828392853e+18,original sound,11.0,28,2,1,0,1,17,1,False,False,False,False,False,False,False,False,False,True,False,0
Rot op met je bananenbrood en whipped coffee,2020-10-22 15:51:27,5.80296393480233e+16,MS4wLjABAAAA_jdklmGKvcqplzI099pudMRKJtzqvAojPHhQR8rxtHERE4Af8lOgBk8nADR8dJju,tessscholten,Tess Scholten,6.874258407893831e+18,I MADE THIS NOT CORY YALL ARE SLOW,7.0,44,0,0,0,1,15,3,False,False,False,False,False,False,False,False,False,True,False,0
"Reply to @ebbagirl_ Lots of requests for #billieeilish and I hadn't heard her music before... I'm hooked, thank you 🤍 #harp #cover #Lovely #fyp",2020-11-10 00:17:46,6.812399944374486e+18,MS4wLjABAAAAfkQjbbwMac8UxhgD-XKxCJZ_0GYNGZRK4F6FoHbCAGiEGGfbiwGzNcsBHp7kNLzH,harpistkt,Kristan Toczko — harpist,6.893282722349977e+18,Lovely . Billie Eilish,45.0,143,5,1,0,1,0,1,False,False,False,False,False,False,False,False,False,True,False,0
@jorgevanvliet,2020-12-17 18:20:48,7755926.0,MS4wLjABAAAAQRCUDCZOs7AXF9f8op6rgWAKtkP9sDEjIDgdHdReddM,jadeanna_,Jade Anna,6.777665473854066e+18,Vragen aan mama,45.0,14,0,0,0,1,18,3,False,False,False,False,False,False,False,False,False,True,False,1
Antwoorden aan @eefje_kwz  even goed nadenken #fyp #foryou #fy #sandroscalia1999 #jokes,2020-12-05 11:30:15,6.815613384743519e+18,MS4wLjABAAAA57SXFLdb3U6N9aS4TYMYXrruA5rMlNri5ME__O-1kNeZQzsJ9ikbadIBoFsBVmiB,sandro.officialnnl,Sandro Scalia,6.892161420423596e+18,WITHOUT YOU,7.0,87,5,1,0,0,11,5,False,False,False,False,False,False,False,False,False,True,False,0
Reply to @lupsidash train ride with #kenma #haikyuu#haikyuuedit#anime#animeedit#livewallpaper#animelivewallpaper#livewallpaperanime,2020-12-07 13:40:19,6.836608510916576e+18,MS4wLjABAAAA8hvl1Gnz4NbdlCkrBKfWTYSzWNzR7WiYZYfaVJmeyYUlesG6A4rIq7v2suujPPXX,reus.fx,reus,5.000000001296853e+18,Heart Of Glass,9.0,131,8,1,0,0,13,0,False,False,False,False,False,False,False,False,False,True,False,1
#verkeersagressie #verkeershufter #verkeer #cbr #fy #foryou #foryoupage #for #foryourpage,2020-12-15 16:07:41,6.894360342316025e+18,MS4wLjABAAAAQ6WZQ87uQqgs2gNFbk8jpXI3ZroV3AxS5hnKwUBcrtYlIZepNjaCC0Db3lbIzGIV,hippeuutzutphen,Hippe uut Zutphen,6.906515531184999e+18,origineel geluid,14.0,89,9,1,0,1,16,1,False,False,False,False,False,False,False,False,False,True,False,1
Easy way🤷🏼‍♂️ #minecraft#mc#minecrafter#minecraftbuilding#minecrafthacks#minecraftpe#minecraftmemes#gaming#fyp#fy#foryoupage#foryou#games#gamers#xyz,2020-11-15 11:58:29,6.877869494666462e+18,MS4wLjABAAAAKK85VUvPsFkhWw4t-0_8XRo3RU5ovdpguieSIExq5ts_PFe45sYkLAA4ZqepjGu9,gamerlings,Gamerlings,6.732309265052125e+18,ANYMORE,29.0,148,15,1,0,0,11,6,False,False,False,False,False,False,False,False,False,True,False,0
#foryou #fyp #voorjou #chicken #eten #koken #cooking #nl #dutch #fpodie #food #snacks #haagschekeuken #nederland #onskerstmenu #picassobaby #vj,2020-12-13 11:15:45,6.782118171496416e+18,MS4wLjABAAAA7wlhHAhCgBuQGr_eQz2fzf6o1nAUvO05ytQ-rBz2rueKQ4BCe196jeoCnFkAzmKa,haagschekeuken,HaagscheKeuken,6.817546286670023e+18,Fun information PR CM light comedy,59.0,143,17,1,0,0,11,6,False,False,False,False,False,False,False,False,False,True,False,0
#motorsport #f1 #sports #formula1 #racing #redbull #redbullracing,2020-11-14 12:29:49,6.858748112052504e+18,MS4wLjABAAAAXtVcC9cbvioupQgS2Cr1ESfrQXrWiQxwbASDpDK1CNxE9YIZ_ZH0QEh0FX9NPdcw,f1focused,F1Focused (F1F),6.807840522032532e+18,Ghostmane Flesh,16.0,65,7,1,0,1,12,5,False,False,False,False,False,False,False,False,False,True,False,0
@theori6 ✨Challenge accepted ✨ #googlesheets #excel #spreadsheet,2020-12-16 19:11:21,6.888132476640953e+18,MS4wLjABAAAAHQGK3PPROMVD7Nzs8UaHps7GhxXx5_7P4KtpgwN-7YVGpgi5Cf8pOxW1VtXtBxqf,sheetgeek,Sheet Geek,6.878128942629359e+18,Jenny (I Wanna Ruin Our Friendship),22.0,64,3,1,0,0,19,2,False,False,False,False,False,False,False,False,False,True,False,1
Ferrari 😍😍 #F1 #formula1 #ferrari #mercedes #mclaren #hamilton #senna #verstappen #schumacher,2020-11-10 10:02:13,6.880079569262265e+18,MS4wLjABAAAABJMpT02gPgDq4QjAzq_XRL0Ekr5n0nNMLaKJZHVbrb8m3_Ims414o0CxQAkL_YPI,bikstats,BikStats,6.80409311784377e+18,Laxed - Siren Beat,15.0,93,9,1,0,0,10,1,False,False,False,False,False,False,False,False,False,True,False,0
شكراااااال كتييير بحبيبكم والله 😍😍😍#جيش_بكري #اكسبلورر #هولندا #السعودية🇸🇦 #سوريا🇸🇾 #العراقي🇮🇶 #فلسطين  وجميع المتابعين ربي  يسعدكم😍,2020-12-07 14:51:08,6.774158772455622e+18,MS4wLjABAAAARXFxChYOZcs4dq0hMPOGCF_e-CdgFAlkPSopZyacCJD0YXZYsQORAN_oPjypxikQ,mo.rab,mo.rab,6.903527128797859e+18,original sound,15.0,132,7,1,0,1,14,0,False,False,False,False,False,False,False,False,True,False,False,0
inst:hefesto_girl #рекомендации #врекомендации #fitness #sports #tiktok,2020-11-09 08:19:14,6.594120039011156e+18,MS4wLjABAAAAfkNW32E8WdbXAu2gq-QijVPppUkqHOW0NQj1lh8gKbqy-xozHFFDVXBHTlQVN63W,chumakova_hefesto,Chumakova_Tanya,6.549010971711526e+18,Оригинальный звук,9.0,71,5,1,1,1,8,0,False,False,False,False,False,False,False,False,False,True,False,1
The sad truth about having a boyfriend who works out.. #jokes #StrikeAPosay #fyp #gym #productivity #challenge #hoe #funny #trend #gymshark,2020-12-19 04:24:24,6.603471964316254e+18,MS4wLjABAAAAGfJ7XwBGlbBXdYzl1_Emr8UVCFRk2CMVMLc4B2T4A8wpYLTR97UA-7sVpfk2GYQZ,chasexlexie,Chase&Lexie,6.892161420423596e+18,WITHOUT YOU,11.0,139,9,1,0,0,4,5,False,False,False,False,False,False,False,False,False,True,False,0
Every squad. #boys #fyp #marvel #memes #squad,2020-10-30 16:10:39,6.617057166127809e+18,MS4wLjABAAAAEnvUBogrwccZ-x5_blb6918sMwX2DQTz1JJJcOmHboJ3rZ2yOYOisEAqOcktwcoi,xaruka04,Xaruka,1.7393185177280102e+17,original sound,15.0,45,5,1,0,1,16,4,False,False,False,False,False,False,False,False,False,True,False,0
#duet with @jeffviolette Sometimes the wipe doesn’t work #abs #lifehack,2020-12-11 13:14:52,6.746624652900828e+18,MS4wLjABAAAAsekMko5U_SFxNbnf4EjWb29MxHcULyeN2nY4w63E1t-NhotgMJObom1bsANOBE8s,jeffviolette,Jeff Violette,6.865497355236494e+18,original sound,6.0,71,3,1,0,1,13,4,False,False,False,False,False,False,False,False,False,True,False,0
#ASOSinthebag #trending #EXTRADateReady #roblox #wwe #asosintheba #gym #duisburg #duisburg #ronaldo #workout #tiktokindia #bodybuilder #ronaldo #worko,2020-11-28 07:40:00,6.76519690915229e+18,MS4wLjABAAAA8VJma1Hjck0NcLhkcOZiTOH7LSrglLOZnjuKCf7db7Ef23NCHCg5JYaREzle8J9q,kamalmordi,instgram kamal mordi,6.862392296001031e+18,original sound,9.0,150,13,1,0,1,7,5,False,False,False,False,False,False,False,False,False,True,False,1
It's always the most difficult workout 😬,2020-12-08 21:03:02,6.733926208025085e+18,MS4wLjABAAAAJhkh-MzXMx30sao69Z9g2tEaLXYXdVCvlgZDIFjdn8W40nRDv1PS8Xt5odCHKPQ1,marqsheino,Markus Heinonen,6.783518343648349e+18,Thank you all for using my sound,11.0,40,0,0,0,1,21,1,False,False,False,False,False,False,False,False,False,True,False,0
#sl__king අත් හදා බලන්න .වෙනස කියන්න,2020-11-08 13:33:06,6.754588822598419e+18,MS4wLjABAAAAFJxceW6T9WprvlVc5BCOBFHFA6f4kn85VjVZ2xn930KZ0PlvHySel9BBZhelm7L3,sumalichathu95,sumali chathu,6.884664670893166e+18,NP HEAVEN SHILLDECK,9.0,36,1,1,0,1,13,6,False,False,False,False,False,False,False,False,False,True,False,0
#stitch with @mikeohearn #fyp #bodybuilding #fitness #motivation #gym #workout,2020-11-03 01:45:17,6.731930950638355e+18,MS4wLjABAAAAOA6rSXEICr_ptIIMUHxVpJtXP4bQofoHfTPdQ_HPiLhWve3ozMsSUoIDlLYl8Jld,westonsgarland,Weston Garland,6.890707659993927e+18,original sound,31.0,78,7,1,0,1,1,1,False,False,False,False,False,False,False,False,False,True,False,1
sheath cleaning ain’t it #fyp #horse #gelding #barrelracer #rodelife,2020-12-09 20:42:38,6.719159026850039e+18,MS4wLjABAAAAq7arZo55Ji3oP6y2JiPqdvAar913xogTMrmu2BOzE3cufyOi-0zGUcNHH32oHXJm,_abbygray_,AG,6.895193576767081e+18,busy doin hot girl ish,7.0,68,5,1,0,1,20,2,False,False,False,False,False,False,False,False,False,True,False,1
#horadearrasar,2020-10-18 03:24:14,6.822736984046536e+18,MS4wLjABAAAAcFEaYmBoZliBp5DOWhwYfngmsuk2zcauYEz70B6CvfUO5FTrPCdWXty5_Ec8-yRr,arielly.hillary,Nayane Silvestre,6.871760635693107e+18,Paredao Metralhadora,13.0,14,1,1,0,0,3,6,False,False,False,False,False,False,False,False,False,True,False,0
#horadearrasar,2020-10-14 22:04:20,6.870950730703848e+18,MS4wLjABAAAAExXB9BC7_n0DGE2BMTV82iDSeT6TBFkRv9quf2Vvrp3OmHcwoRSNDmR4WnUnGTMl,kauanmaia30,Kauan Maia,6.704831357714958e+18,Bonde Colorido,13.0,14,1,1,0,0,22,2,False,False,False,False,False,False,False,False,False,True,False,0
Облом века 😂 #anime #boruto #naruto #konohomaru #recommendations #anime #animeedit #ПорадуйМаму #безостатка #можноврек #рекомендации,2020-12-03 17:34:12,6.870176973008815e+18,MS4wLjABAAAA8Va6tImk8fUcKptn6iAY_aE_b6SHy5Ab3SWViZ2Q3lVAqsSxqcNnf8hNBXa2fozm,k1ra_lait,𝓐𝓷𝓲𝓶𝓮𝓔𝓭𝓲𝓽,6.787078702082608e+18,Boss Bitch,20.0,132,9,1,0,0,17,3,False,False,False,False,False,False,False,False,False,True,False,0
magic comb,2020-10-23 05:12:02,6.85631610266842e+18,MS4wLjABAAAAlwWnJ9zJ8NY3dCKekijdzAPFJm4H68YRVS8N0AuxyTyysSPXDVwLSpVkNG690cW7,dharas_2020,Dhara,6.886679040653102e+18,original sound,34.0,10,0,0,0,1,5,4,False,False,False,False,False,False,False,False,False,True,False,0
How did he do this? 🤔 #how #transition #howdidhedothat #HolidayCrafts,2020-12-09 19:20:44,6.804223152480306e+18,MS4wLjABAAAApQGfVyrQOqIV0Hi3Aaqv8ydD6mX42Z6SKfGVJA7eisG8sXJh1tlUVMHDHBapuNmC,eduard_martirosyan,Eduard,6.904338593632816e+18,original sound,11.0,69,4,1,0,1,19,2,False,False,False,False,False,False,False,False,False,True,False,1
I love them 😭 #asagaotokasesan #asagaotokasesanedit #yamada #kase  #anime #animeedit #animeyuri #yuri #🏳️‍🌈 #yuriedit #fyp #foryou #fy #parati,2020-11-08 16:02:23,6.78047848903395e+18,MS4wLjABAAAAM5SWaWOcJjh7AvvAH-lhIsc8eoMwh-J1AOmUX1SUf4CEJ2x2ytTeibquo5pvpUUL,fetishold,𝕒𝕟𝕚𝕞𝕖 𝕖𝕕𝕚𝕥𝕤,6.887291636691389e+18,k u r o k e n,12.0,142,14,1,0,1,16,6,False,False,False,False,False,False,False,False,False,True,False,0
#doublebodyweight #squat #squats #strength #coachpiyush #olympiclifting #olylifting #weightliftingcoach #powerlifting,2020-10-12 15:37:03,6.585853712622338e+18,MS4wLjABAAAA0wi-qj9HF74vxpBOcJ-pvT_W0NhHxu6ChHXXlDlSlUpW3JxK__GT-UGV3i_n4fln,coach_piyushh,Coach Piyush,6.7238226132878e+18,Originalton [Fergie - L.A.LOVE (la la)],8.0,117,9,1,0,1,15,0,False,False,False,False,False,False,False,False,False,True,False,0
И как обычно 30 лайков и ни одного коммента👏🏻 #уменялюкс #тренд #recommendations #переписка #туториал #совет #душа #глобальныерекомендации #любовь,2020-10-11 12:45:49,6.675619746866677e+18,MS4wLjABAAAANHWL4lb_8W-sZkk-UdyGaBWiIcSuLKs-C0YtIyOevemAP-iEOgLn5JWtkgi1HtYn,dianavhdn,🐒Дианка-обезьянка🐒,6.82752956676501e+18,оригинальный звук,7.0,146,9,1,0,1,12,6,False,False,False,False,False,False,False,False,False,True,False,0
Часть 1 «Нити судьбы» #recommendations #MEGADREAMS #popular #top #ff #haikyuu #haikyuuff #anime #animeedit,2020-12-14 22:56:58,6.86042626692953e+18,MS4wLjABAAAAkHluuHlxGzAhZwBUn-S71e8e3R1UmdeB-EdQZKJkaXhu4CN5KHgspVSeyahgG-Z1,fananime407,Naruto 🍥,6.906249835713039e+18,оригинальный звук,18.0,106,8,1,0,1,22,0,False,False,False,False,False,False,False,False,False,True,False,0
Hope this helps! #foryoupage #fyp #foryou #powerlifting #bodybuilding #creatine #fitness #workout #fittok #powertok,2020-12-19 03:44:17,6.809091326287906e+18,MS4wLjABAAAA2E39Kf-WEf1R4vCYmLttnudwWR5GnSWLQ9IiJ1aIFsIIWhSOqzmC5r5DivezJEch,timmytimmadome,Tim Thebodeau,6.817608289770015e+18,So Fine,57.0,115,10,1,0,0,3,5,False,False,False,False,False,False,False,False,False,True,False,0
Deze video werd verwijderd door tiktok.... FOR WHAT?,2020-12-01 16:12:50,7.218336369174938e+16,MS4wLjABAAAA4ZKJMojocZeQoR4QRKwjiXeVkYfHJ0r4SVzhT21r_a0tRim5wpFjv8wms0vs83Pm,lorenschoonen,Loren,6.896165289411579e+18,34+35,10.0,52,0,0,0,1,16,1,False,False,False,False,False,False,False,False,False,True,False,1
I will be in truble when she finds out 😁🤣 #paprazzi #fyp #viral,2020-11-16 17:01:51,6.820836117902935e+18,MS4wLjABAAAAjRQVVlAYPhG_S0vE0uAf9i9t2zAkyWsOyzgjUNGLDcPEOUhcech8jkb1VIOGLPsZ,roci11momo,Roci,6.879853588865125e+18,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,12.0,63,3,1,0,1,17,0,False,False,False,False,False,False,False,False,False,True,False,0
water loopt op de stroom#trending #fyp #foryoupage #gevrlijk,2020-11-16 19:31:05,6.768865445006067e+18,MS4wLjABAAAApS2ozl4yVULyoz_3t7x6Xb-4TjlEH9Q3kvPi7erxS5EE1HQwL9oQZNkvUonE2SG_,mahmoudzin6,Mahmoud Zin,6.882900233471282e+18,original sound,8.0,60,4,1,0,1,19,0,False,False,False,False,False,False,False,False,False,True,False,1
Beep boop🤖🖨 #tekenen #voorjou #netherlands #dutch,2020-12-20 18:33:03,15719180.0,MS4wLjABAAAA-uKdh2V05mtOi7cBqgh7XuAxdh8xZyRNpVKD3qUA9HQ,manoulucia,manou💗🎨,6.817543354838944e+18,Printer printing sound,6.0,49,4,1,0,0,18,6,False,False,False,False,False,False,False,False,False,True,False,0
Rate the Video from 1-10 #yzfamily #fürdich #fyp #foryoupage,2020-12-20 11:03:35,6.717651461067605e+18,MS4wLjABAAAALP9H8t1_SVmfuAKXV1o9K8XqiaFLxm2ae-EJ5_AJcwogcI_d9btuf_fjbjFOMNpN,youneszarou,YZ,6.756963366746476e+18,COPYCAT x Bad Guy,15.0,60,4,1,1,1,11,6,False,False,False,False,False,False,False,False,False,True,False,1
#clownerij,2020-10-27 22:21:41,6.811535606183888e+18,MS4wLjABAAAAhRsRlSbpoxCMTzzdJQVUJdNT0vAxAMWslKWgJujwEe3gxMxrlVDFBTwnsX3QkRSh,valerielambb,Valerie Lamb,6.872083959191177e+18,Clownerij,21.0,10,1,1,0,0,22,1,False,False,False,False,False,False,False,False,False,True,False,1
ik wil nog niet weg... #ah #appiestrijders #fyyp,2020-11-22 14:54:26,6.768402421078558e+18,MS4wLjABAAAAs9O2_cKz-HdD5HE7xHHg3mrS6SRsiuSr6GJJ1rcCWX63aLqKyJXBBP7KZ58FqBh7,jorismolin,Joris Molin,6.891293854650174e+18,original sound,8.0,48,3,1,0,1,14,6,False,False,False,False,False,False,True,False,False,False,False,0
BLUB 😱,2020-11-29 17:56:35,6.675985752776263e+18,MS4wLjABAAAAJpa8ELWrWL-tdAQsj80PYH46DfoFJ9DyUJ88fKmTeWdEUfLuPCeqAmKF4Peidix0,celinedept,Celine Dept,6.840581991436471e+18,We own the night,12.0,6,0,0,1,1,17,6,False,False,False,False,False,False,False,False,False,True,False,1
#الحق #مسيحين #الانحيل #يسوع #محبه #bijbel #religion #respect #اسلام #christelijk #middenoosten #سورايا_العراق #الكتاب المقدس,2020-11-26 14:45:45,6.754095626743629e+18,MS4wLjABAAAAooH8RIs4ctbzbcncqwnTxZVZQOczPxh1jemLBW9uEM-nOXNYdMrvSOV2W1JcU7m6,ayadoo79,Ayad,6.899443815690538e+18,origineel geluid,15.0,125,13,1,0,1,14,3,False,False,False,False,False,False,False,False,False,True,False,0
#exvriend #relatie #relatieproblemen #herkenbaar #grappig #voorjoupagina #grappigevideos #grappigefilmpjes #relatietest #exvriendjes #exen #humor #fyp,2020-11-27 16:31:17,6.715846788291233e+18,MS4wLjABAAAAJXVSTQbqpvel48b37kN9BlvaG_xGzxeEavgEQtuIs_8zXNGsCd5ACq9RfFzao5ci,esmeejoanna,Esmee van Oostende,6.853764523321495e+18,Mijn ego zit er werkelijk niet mee,15.0,150,13,1,0,1,16,4,False,False,False,False,False,False,False,False,False,True,False,0
Wait for the LOOP👀 #billieeilish #transition #makeuplook #easymakeup #positionsarianagrande #curlyhair #desi #indian @blushmarkofficial  #blushmark,2020-11-23 00:19:18,6.768510073394284e+18,MS4wLjABAAAArkpb6ZBQzKLijeGpFsvmnjqPMMtfuWZYIMzwcb3H6pQl0ff6IPtGqZjQelISijcN,zoyerss,zoyerss,6.894066988063132e+18,Therefore I Am,9.0,147,9,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,0
Cijfer raadsel! #raadsel #raadselvandedag #cijfers #klok #daughter #queensover30 #queensonfyp #dochter #netherlands,2020-11-18 14:25:25,9.97015222209577e+16,MS4wLjABAAAAszZLuzCPMlcQKwPGtz3vD31HAYzPS_bN9LqolyzFYM8ww7H1tzwbllvjt5HpE6Sa,jeanetkuiper,Jeanet,6.896469909765705e+18,origineel geluid,14.0,115,9,1,0,1,14,2,False,False,False,False,False,False,False,False,False,True,False,0
we surprised my mom with her dream car for her 50th birthday 🥳 #surprise #birthday #mom #fyp,2020-10-14 19:48:42,6.781188628154942e+18,MS4wLjABAAAAUYLJntkFlR7g6qva9JBT0x3Ul5kMpLpLTI0zgrAM8Myly3EeLw0rtnpTD5FuPru0,curlsnclouds,NNOORXO,6.883565213174599e+18,origineel geluid,54.0,92,4,1,0,1,19,2,False,False,False,False,False,False,False,False,False,True,False,0
What’s better than PIZZA?🍕😂 IG: thefashionjogger #viral #fyp,2020-11-06 14:20:24,6.764421593180489e+18,MS4wLjABAAAANDqzAot4Jrv0CuUOKyny807lAQHAWBNBpAQXuBxaeV18nyXtvzl3hvKsHeb5ZNYb,thefashionjogger,Lisa Migliorini,6.88329775528495e+18,Where Is The Love?,10.0,60,2,1,0,0,14,4,False,False,False,False,False,False,False,False,False,True,False,0
#foryou #bf1 #mickeymouse,2020-11-20 16:56:53,6.863073589940897e+18,MS4wLjABAAAA_pLTpFDks-QJstNgdrhRehUIJEeZhc3DgMiiM4ENt0UnLuIFBMqCce_PzokRPzHl,battlefieldclip,bf,5.000000001322926e+18,Sad,7.0,25,3,1,0,0,16,4,False,False,False,False,False,False,False,False,False,True,False,1
Moet ik dit nog een keer proberen? 😂🤡 #foryou #dutch #foryoupage #fy #nederlands #fyp,2020-11-26 19:38:03,9341500.0,MS4wLjABAAAASjCACBbl9e3TGe_AnndgnJAncIV7yfqF3WSq7dbREUc,zoebruggeman,Zoë,6.878128942629359e+18,Jenny (I Wanna Ruin Our Friendship),41.0,85,6,1,0,0,19,3,False,False,False,False,False,False,False,False,False,True,False,1
Which colours your favourite?? ❤️🖤💚💛  #beanie #VeryBlackFriday #gloryxv #fyp #xybca #blackfriday #4yp #supportsmallbusiness #transition #colourpop,2020-11-26 15:59:34,6.829044339269502e+18,MS4wLjABAAAABW-0TtzvlLtF_05MwNjOclAqVhDx2ExyCmGrpm-kr5MRHgSKmsNhemu1yqqfKbqC,gloryxv_uk,GLORY XV,6.836066840851074e+18,sonido original,8.0,146,9,1,0,1,15,3,False,False,False,False,False,False,False,False,False,True,False,1
"Gamen met JP, gezellig man #amongus #diorsauvage #gamen #voorjou #hertje",2020-10-21 16:45:10,2.7621181919797658e+17,MS4wLjABAAAAt9mUMseujIa66CArTJQQljHT09nOtgR16D2Glxa6wKMzGamuuKu14DZkUCDitKXr,zopepijn,zopepijn,6.886115524867083e+18,origineel geluid,33.0,72,5,1,0,1,16,2,False,False,False,False,False,False,False,False,False,False,True,0
The joy🥺 #fy #fyp #f1 #f1tiktok #ferrari #sebastianvettel #joy #foryoupage,2020-10-05 19:47:51,6.628905005196034e+18,MS4wLjABAAAAx-EeWAs14Z5mUNd8ti0uqNvm1eoRtadLCU05ZGr9efjMsFkF8SQH6Lmwpu1SDGcv,f1.daniii,F1.daniii,6.556255463795594e+18,original sound,14.0,74,8,1,0,1,19,0,False,False,False,False,False,False,True,False,False,False,False,1
😭🤣 #totowolff #mercedes #f1 #formula1 #fy #foryou,2020-11-30 15:00:58,6.859278251932993e+18,MS4wLjABAAAAn1-MBBjv73_-zcNbdIxVXVSd2K28jKE3VIO8LYAo5QVDoMmY9G0zyVYF_MYt4zkE,funniest.f1.moments,F1 moments,6.900932089949588e+18,original sound,6.0,49,6,1,0,1,15,0,False,False,True,False,False,False,False,False,False,False,False,0
What is the intention of the Lion? #fyp #foryoupage #Depay #Lion #football #soccer #icon #sport #interland,2020-11-12 23:06:38,6.843385916393735e+18,MS4wLjABAAAARNAzaKlv-xnDRHsgdSGhlHDrNsJ-zFZwL6X075gLOYOudAVz1sqTUG_VCXJHEgc8,balmania,Live your life,6.703219153760684e+18,Rocky: Eye of the Tiger,11.0,106,9,1,0,0,23,3,False,False,False,False,False,False,False,False,False,True,False,1
الرد على @a___s36   انا بقول انو هل فلتر نعمل بس مشان ماهركو😂😂💔#pubg #اكسبلوررررررر #مضرطه #ماهركو_البيض #abn #ماهركو #اكسبلورر #ببجي,2020-12-14 10:33:36,6.880811307059856e+18,MS4wLjABAAAAqYGUszxOw0NjhPzJw4nItZ-_YNey_IYCcZc1yl4RyjvIM9k9k3C973HPhLFULxeP,empera88,mosab,6.906058348962123e+18,الصوت الأصلي,16.0,133,8,1,0,1,10,0,False,False,False,False,False,False,False,False,False,True,False,0
මගේ උන් එක්ක අන්තිම වේනකල් බලන්න #ish @dope_adhi.10.08 @dope_japana,2020-09-24 01:39:31,6.609531764837712e+18,MS4wLjABAAAAXOgEmYJMAf_AQIhiHmwlAjjjKkdydZjRRcCnJw6vHovIio1FlHTevweOYp1f-yED,ish_perera,ish perera,6.87206104339743e+18,original sound,15.0,67,1,1,0,1,1,3,False,False,False,False,False,False,False,False,False,True,False,0
Naast levenslange straf zijn er ook landen die de doodstraf uitvoeren. En dat nog in 2020..😓 #world #facts #list #gaytiktok #loveislove,2020-11-28 14:43:23,6.771539739943994e+18,MS4wLjABAAAAh46-q3FjhaAA2zeWwC977tdSTTNRYICO6CiIhuXsBvzcdxytrsNlqFnv7FRuF0AL,fleurbruel,fleur,6.900185418092891e+18,origineel geluid,30.0,135,5,1,0,1,14,5,False,False,False,False,False,False,False,False,False,True,False,0
😂😂😂#شلة_هولندا #سوريا #kat #foryou,2020-11-29 19:37:57,6.774158772455622e+18,MS4wLjABAAAARXFxChYOZcs4dq0hMPOGCF_e-CdgFAlkPSopZyacCJD0YXZYsQORAN_oPjypxikQ,mo.rab,mo.rab,6.900632333930581e+18,original sound,15.0,34,4,1,0,1,19,6,False,False,False,False,False,False,False,False,True,False,False,0
#duet with @big_shiwa  අලුත් එක Follow කරන්ඩෝ @pawandissanayake7 #fyp,2020-12-06 10:42:33,3.076290877272187e+17,MS4wLjABAAAAg2_o4nN_M0BiEAZDq7vwUZn854cqWZ4SFh7vKim_Xc7b-UhAzJbt581YUuxpdVFT,memes_by_pawan,Memes By Pawan,6.901532009491893e+18,original sound,15.0,69,2,1,0,1,10,6,False,False,False,False,False,False,False,False,False,True,False,0
